kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,omset_pct_dalam_skala,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online,is_urban,umur_usaha
Gamping,Perdagangan,Mikro_Lv1,1712501,0.2694,1,0,1,1,0,0,1,0,1,2
Mlati,Perdagangan,Mikro_Lv1,772497,0.0606,3,1,2,1,0,0,1,0,1,4
Moyudan,Perdagangan,Mikro_Lv1,2040733,0.3424,1,1,0,0,0,0,0,0,0,2
Depok,Jasa,Mikro_Lv1,2713691,0.4919,1,1,0,0,0,0,0,0,1,5
Seyegan,Perdagangan,Mikro_Lv2,7755021,0.551,1,1,0,1,1,0,2,1,0,8
Depok,Jasa,Mikro_Lv1,4844130,0.9654,1,0,1,0,0,0,0,0,1,3
Moyudan,Perdagangan,Mikro_Lv1,4149335,0.811,3,2,1,0,0,0,0,0,0,1
Sleman,Jasa,Mikro_Lv1,1809308,0.291,3,1,2,0,0,0,0,0,0,2
Ngaglik,Perdagangan,Mikro_Lv1,4927655,0.9839,3,2,1,1,1,0,2,1,1,2
Kalasan,Perdagangan,Mikro_Lv1,1347605,0.1884,4,2,2,1,1,0,2,1,1,5
Mlati,Agribisnis,Mikro_Lv1,2168918,0.3709,3,2,1,0,0,0,0,0,1,4
Gamping,Perdagangan,Mikro_Lv1,1015806,0.1146,1,0,1,1,0,0,1,0,1,5
Ngaglik,Perdagangan,Mikro_Lv1,1813193,0.2918,4,2,2,1,1,0,2,1,1,5
Turi,Jasa,Mikro_Lv2,5374339,0.0749,2,1,1,1,1,0,2,1,0,8
Gamping,Jasa,Mikro_Lv1,3684595,0.7077,1,1,0,0,0,0,0,0,1,3
Moyudan,Agribisnis,Mikro_Lv1,3300339,0.6223,2,1,1,0,0,0,0,0,0,4
Minggir,Jasa,Mikro_Lv1,4408850,0.8686,4,2,2,0,0,0,0,0,0,3
Cangkringan,Perdagangan,Mikro_Lv1,3542325,0.6761,2,1,1,0,0,0,0,0,0,5
Cangkringan,Jasa,Mikro_Lv1,3442211,0.6538,1,1,0,1,1,0,2,1,0,4
Berbah,Perdagangan,Mikro_Lv1,1781786,0.2848,3,2,1,0,0,0,0,0,0,4
Godean,Perdagangan,Mikro_Lv1,667396,0.0372,1,0,1,0,0,0,0,0,0,5
Seyegan,Jasa,Mikro_Lv1,1993810,0.332,1,1,0,0,0,0,0,0,0,5
Ngemplak,Agribisnis,Mikro_Lv1,3194569,0.5988,3,2,1,0,0,0,0,0,0,5
Pakem,Perdagangan,Mikro_Lv1,4764959,0.9478,1,1,0,1,0,0,1,0,0,3
Mlati,Perdagangan,Mikro_Lv1,4446222,0.8769,2,1,1,0,0,0,0,0,1,3
Ngemplak,Jasa,Mikro_Lv1,2927679,0.5395,4,2,2,1,0,1,2,1,0,4
Ngemplak,Jasa,Mikro_Lv1,3032524,0.5628,3,2,1,0,0,0,0,0,0,5
Godean,Jasa,Mikro_Lv1,1600972,0.2447,4,2,2,0,0,0,0,0,0,1
Seyegan,Perdagangan,Mikro_Lv1,4121752,0.8048,2,1,1,0,0,0,0,0,0,2
Turi,Perdagangan,Mikro_Lv1,2393393,0.4208,3,1,2,0,0,0,0,0,0,4
Tempel,Jasa,Mikro_Lv1,3339074,0.6309,4,2,2,1,0,0,1,0,0,4
Ngaglik,Jasa,Mikro_Lv2,6674701,0.3349,6,3,3,0,0,0,0,0,1,8
Sleman,Perdagangan,Mikro_Lv1,3104978,0.5789,3,1,2,0,0,0,0,0,0,3
Tempel,Perdagangan,Mikro_Lv1,824492,0.0721,4,2,2,0,0,0,0,0,0,3
Berbah,Perdagangan,Mikro_Lv1,858725,0.0797,1,1,0,0,0,0,0,0,0,3
Tempel,Perdagangan,Mikro_Lv1,4436617,0.8748,3,2,1,0,0,0,0,0,0,4
Berbah,Jasa,Mikro_Lv1,4524931,0.8944,3,2,1,0,0,0,0,0,0,5
Seyegan,Agribisnis,Mikro_Lv1,1869230,0.3043,3,1,2,0,0,0,0,0,0,3
Prambanan,Agribisnis,Mikro_Lv1,3616746,0.6926,1,0,1,0,0,0,0,0,0,1
Moyudan,Perdagangan,Mikro_Lv1,3170016,0.5933,2,1,1,0,0,0,0,0,0,4
Kalasan,Jasa,Mikro_Lv1,1279043,0.1731,3,2,1,0,0,0,0,0,1,3
Berbah,Agribisnis,Mikro_Lv1,3664177,0.7032,1,1,0,0,0,0,0,0,0,4
Berbah,Jasa,Mikro_Lv1,1887139,0.3083,4,2,2,0,0,0,0,0,0,2
Gamping,Jasa,Mikro_Lv1,1169770,0.1488,2,1,1,1,0,0,1,0,1,2
Gamping,Perdagangan,Mikro_Lv1,711191,0.0469,4,2,2,0,0,0,0,0,1,1
Kalasan,Jasa,Mikro_Lv2,9159925,0.832,1,1,0,1,1,0,2,1,1,5
Gamping,Agribisnis,Mikro_Lv2,5556956,0.1114,5,3,2,0,0,0,0,0,1,4
Gamping,Perdagangan,Mikro_Lv1,3599266,0.6887,3,2,1,0,0,0,0,0,1,4
Moyudan,Jasa,Mikro_Lv1,3390723,0.6424,4,2,2,0,0,0,0,0,0,5
Godean,Jasa,Mikro_Lv1,3497471,0.6661,1,1,0,0,0,0,0,0,0,3
Ngaglik,Perdagangan,Mikro_Lv1,706600,0.0459,1,0,1,0,0,0,0,0,1,1
Gamping,Perdagangan,Mikro_Lv1,4803109,0.9562,1,1,0,0,0,0,0,0,1,4
Seyegan,Jasa,Mikro_Lv1,1516338,0.2259,3,2,1,1,0,0,1,0,0,5
Tempel,Jasa,Mikro_Lv1,842604,0.0761,4,2,2,0,0,0,0,0,0,3
Ngemplak,Perdagangan,Mikro_Lv1,1162314,0.1472,4,2,2,1,1,0,2,1,0,3
Mlati,Agribisnis,Mikro_Lv1,1614233,0.2476,4,2,2,1,1,0,2,1,1,2
Minggir,Jasa,Mikro_Lv1,2615855,0.4702,4,2,2,0,0,0,0,0,0,5
Godean,Perdagangan,Mikro_Lv1,1117310,0.1372,1,1,0,0,0,0,0,0,0,1
Ngaglik,Jasa,Mikro_Lv1,4259877,0.8355,1,1,0,0,0,0,0,0,1,4
Berbah,Perdagangan,Mikro_Lv1,1860046,0.3022,1,0,1,0,0,0,0,0,0,2
Godean,Jasa,Mikro_Lv1,2469103,0.4376,4,2,2,1,0,0,1,0,0,4
Ngaglik,Jasa,Mikro_Lv1,3561399,0.6803,4,2,2,0,0,0,0,0,1,4
Gamping,Perdagangan,Mikro_Lv1,1527422,0.2283,3,2,1,1,1,0,2,1,1,5
Ngaglik,Perdagangan,Mikro_Lv1,772248,0.0605,3,2,1,1,0,0,1,1,1,3
Pakem,Jasa,Mikro_Lv2,9334558,0.8669,3,1,2,1,1,0,2,1,0,5
Berbah,Perdagangan,Mikro_Lv1,2372410,0.4161,1,1,0,0,0,0,0,0,0,1
Seyegan,Jasa,Mikro_Lv1,4910169,0.98,4,2,2,0,0,0,0,0,0,4
Seyegan,Jasa,Mikro_Lv1,2160121,0.3689,1,1,0,1,0,0,1,0,0,4
Tempel,Jasa,Mikro_Lv1,2090207,0.3534,2,1,1,0,0,0,0,0,0,1
Ngemplak,Perdagangan,Mikro_Lv1,2200640,0.3779,1,1,0,0,0,0,0,0,0,4
Depok,Perdagangan,Mikro_Lv1,4524150,0.8943,4,2,2,0,0,0,0,0,1,4
Ngemplak,Jasa,Mikro_Lv1,4678940,0.9287,2,1,1,0,0,0,0,0,0,1
Ngaglik,Perdagangan,Mikro_Lv1,4952782,0.9895,1,1,0,0,0,0,0,0,1,1
Ngemplak,Jasa,Mikro_Lv1,4935429,0.9857,2,1,1,0,0,0,0,0,0,5
Ngemplak,Perdagangan,Mikro_Lv2,8596335,0.7193,2,1,1,1,0,0,1,0,0,7
Ngemplak,Perdagangan,Mikro_Lv1,3725012,0.7167,2,1,1,0,0,0,0,0,0,1
Godean,Jasa,Mikro_Lv1,4179417,0.8176,2,1,1,1,0,0,1,0,0,2
Sleman,Perdagangan,Mikro_Lv1,3277644,0.6173,4,2,2,0,0,0,0,0,0,1
Gamping,Jasa,Mikro_Lv1,3221638,0.6048,4,2,2,0,0,0,0,0,1,2
Turi,Jasa,Mikro_Lv1,2457633,0.435,3,2,1,0,0,0,0,0,0,1
Depok,Jasa,Mikro_Lv1,3221466,0.6048,4,2,2,1,0,0,1,0,1,3
Tempel,Perdagangan,Mikro_Lv2,8447855,0.6896,1,1,0,1,0,0,1,0,0,4
Seyegan,Jasa,Mikro_Lv1,2538980,0.4531,2,1,1,1,0,0,1,0,0,3
Ngaglik,Perdagangan,Mikro_Lv1,4834562,0.9632,3,1,2,0,0,0,0,0,1,1
Sleman,Jasa,Mikro_Lv1,2294988,0.3989,4,2,2,1,1,0,2,1,0,2
Godean,Perdagangan,Mikro_Lv1,2534251,0.4521,1,1,0,0,0,0,0,0,0,4
Turi,Perdagangan,Mikro_Lv1,2478396,0.4396,1,1,0,1,0,0,1,0,0,4
Godean,Agribisnis,Mikro_Lv1,4992976,0.9984,1,1,0,1,0,0,1,0,0,3
Depok,Perdagangan,Mikro_Lv1,2855692,0.5235,2,1,1,0,0,0,0,0,1,3
Prambanan,Agribisnis,Mikro_Lv1,3483868,0.6631,4,2,2,0,0,0,0,0,0,4
Pakem,Perdagangan,Mikro_Lv1,638210,0.0307,2,1,1,1,1,1,3,1,0,1
Ngemplak,Jasa,Mikro_Lv1,1583401,0.2408,1,0,1,1,0,0,1,0,0,1
Sleman,Perdagangan,Mikro_Lv1,3792118,0.7316,1,0,1,0,0,0,0,0,0,3
Gamping,Agribisnis,Mikro_Lv1,3147212,0.5883,3,2,1,0,0,0,0,0,1,3
Sleman,Jasa,Mikro_Lv1,1409829,0.2022,3,2,1,1,0,0,1,0,0,2
Prambanan,Jasa,Mikro_Lv1,1550694,0.2335,2,1,1,0,0,0,0,0,0,4
Turi,Agribisnis,Mikro_Lv1,937663,0.0973,2,1,1,0,0,0,0,0,0,2
Gamping,Jasa,Mikro_Lv1,3545256,0.6767,1,0,1,1,0,0,1,0,1,1
Tempel,Agribisnis,Mikro_Lv2,9222769,0.8446,1,1,0,0,0,0,0,0,0,2
Seyegan,Jasa,Mikro_Lv1,860439,0.0801,1,0,1,1,1,0,2,1,0,3
Kalasan,Jasa,Mikro_Lv1,2676266,0.4836,2,1,1,0,0,0,0,0,1,3
Gamping,Jasa,Mikro_Lv1,698693,0.0442,2,1,1,1,1,0,2,1,1,2
Seyegan,Jasa,Mikro_Lv1,4491332,0.887,1,1,0,0,0,0,0,0,0,4
Berbah,Jasa,Mikro_Lv1,2509117,0.4465,1,1,0,0,0,0,0,0,0,1
Kalasan,Jasa,Mikro_Lv1,3368134,0.6374,4,2,2,1,1,0,2,1,1,4
Depok,Perdagangan,Mikro_Lv1,4452703,0.8784,3,2,1,0,0,0,0,0,1,3
Turi,Jasa,Mikro_Lv1,2205436,0.379,4,2,2,0,0,0,0,0,0,4
Ngaglik,Jasa,Mikro_Lv1,2103005,0.3562,1,1,0,0,0,0,0,0,1,3
Berbah,Perdagangan,Mikro_Lv1,2384842,0.4189,1,1,0,1,0,0,1,0,0,3
Prambanan,Agribisnis,Mikro_Lv1,4266193,0.8369,4,2,2,0,0,0,0,0,0,3
Ngaglik,Perdagangan,Mikro_Lv1,2917761,0.5373,2,1,1,0,0,0,0,0,1,4
Godean,Perdagangan,Mikro_Lv1,4045083,0.7878,2,1,1,1,0,0,1,1,0,3
Godean,Perdagangan,Mikro_Lv1,838829,0.0753,2,1,1,1,0,0,1,0,0,5
Mlati,Agribisnis,Mikro_Lv2,9536344,0.9073,1,1,0,0,0,0,0,0,1,3
Pakem,Agribisnis,Mikro_Lv2,6568689,0.3137,6,3,3,0,0,0,0,0,0,7
Ngaglik,Agribisnis,Mikro_Lv1,2332322,0.4072,1,0,1,0,0,0,0,0,1,4
Moyudan,Jasa,Mikro_Lv1,3399892,0.6444,2,1,1,1,1,0,2,1,0,3
Godean,Perdagangan,Mikro_Lv1,3701494,0.7114,4,2,2,0,0,0,0,0,0,1
Turi,Jasa,Mikro_Lv1,2918762,0.5375,1,0,1,0,0,0,0,0,0,1
Depok,Jasa,Mikro_Lv1,3927410,0.7616,2,1,1,1,1,0,2,1,1,3
Ngaglik,Jasa,Mikro_Lv1,1149594,0.1444,3,2,1,0,0,0,0,0,1,2
Sleman,Perdagangan,Mikro_Lv1,1135218,0.1412,1,1,0,1,0,0,1,0,0,5
Godean,Jasa,Mikro_Lv1,3453503,0.6563,3,2,1,1,1,1,3,1,0,1
Depok,Agribisnis,Mikro_Lv1,4712634,0.9361,3,2,1,0,0,0,0,0,1,2
Turi,Jasa,Mikro_Lv1,4038098,0.7862,4,2,2,1,0,0,1,1,0,5
Ngaglik,Jasa,Mikro_Lv1,2206901,0.3793,3,1,2,1,1,0,2,1,1,3
Kalasan,Perdagangan,Mikro_Lv1,4921444,0.9825,4,2,2,0,0,0,0,0,1,4
Godean,Jasa,Mikro_Lv1,4243113,0.8318,4,2,2,0,0,0,0,0,0,5
Depok,Agribisnis,Mikro_Lv2,7404185,0.4808,1,0,1,0,0,0,0,0,1,8
Seyegan,Agribisnis,Mikro_Lv1,4825042,0.9611,3,1,2,1,0,0,1,0,0,2
Depok,Perdagangan,Mikro_Lv1,2100549,0.3557,2,1,1,0,0,0,0,0,1,1
Turi,Jasa,Mikro_Lv1,3771205,0.7269,2,1,1,0,0,0,0,0,0,3
Mlati,Perdagangan,Mikro_Lv1,1204148,0.1565,1,1,0,0,0,0,0,0,1,2
Gamping,Jasa,Mikro_Lv2,5902599,0.1805,5,2,3,1,0,0,1,1,1,5
Sleman,Jasa,Mikro_Lv1,1193855,0.1542,1,0,1,1,0,0,1,0,0,5
Minggir,Perdagangan,Mikro_Lv4,30713518,0.2285,12,6,6,1,1,0,2,1,0,11
Ngaglik,Perdagangan,Mikro_Lv1,2016772,0.3371,1,1,0,0,0,0,0,0,1,5
Gamping,Agribisnis,Mikro_Lv1,1736480,0.2748,4,2,2,0,0,0,0,0,1,3
Seyegan,Jasa,Mikro_Lv1,4651839,0.9226,2,1,1,0,0,0,0,0,0,3
Depok,Jasa,Mikro_Lv1,4691262,0.9314,2,1,1,1,1,0,2,1,1,3
Seyegan,Perdagangan,Mikro_Lv1,3695240,0.7101,2,1,1,1,0,0,1,0,0,1
Cangkringan,Perdagangan,Mikro_Lv1,3689610,0.7088,1,1,0,1,1,0,2,1,0,2
Ngaglik,Perdagangan,Mikro_Lv1,624779,0.0277,4,2,2,0,0,0,0,0,1,1
Depok,Jasa,Mikro_Lv1,3308305,0.6241,3,2,1,0,0,0,0,0,1,2
Godean,Perdagangan,Mikro_Lv1,3118539,0.5819,3,2,1,0,0,0,0,0,0,3
Mlati,Perdagangan,Mikro_Lv1,2579189,0.462,4,2,2,0,0,0,0,0,1,2
Seyegan,Jasa,Mikro_Lv1,3952875,0.7673,4,2,2,1,1,0,2,1,0,3
Turi,Jasa,Mikro_Lv1,1517137,0.226,4,2,2,0,0,0,0,0,0,2
Moyudan,Perdagangan,Mikro_Lv1,4444087,0.8765,1,1,0,0,0,0,0,0,0,1
Sleman,Jasa,Mikro_Lv1,3634143,0.6965,1,0,1,0,0,0,0,0,0,3
Ngaglik,Jasa,Mikro_Lv1,3323063,0.6273,4,2,2,1,1,0,2,1,1,1
Sleman,Jasa,Mikro_Lv2,8724471,0.7449,1,0,1,1,1,0,2,1,0,5
Depok,Perdagangan,Mikro_Lv1,1222299,0.1605,4,2,2,0,0,0,0,0,1,3
Gamping,Perdagangan,Mikro_Lv1,2809299,0.5132,3,2,1,1,1,0,2,1,1,2
Godean,Perdagangan,Mikro_Lv1,2429159,0.4287,1,1,0,0,0,0,0,0,0,4
Prambanan,Jasa,Mikro_Lv1,3433528,0.6519,3,2,1,1,1,0,2,1,0,3
Depok,Jasa,Mikro_Lv1,2917761,0.5373,1,0,1,1,1,0,2,1,1,2
Kalasan,Agribisnis,Mikro_Lv1,4246192,0.8325,4,2,2,1,1,0,2,1,1,5
Ngemplak,Perdagangan,Mikro_Lv1,1404980,0.2011,3,2,1,0,0,0,0,0,0,5
Seyegan,Perdagangan,Mikro_Lv1,3184622,0.5966,3,1,2,0,0,0,0,0,0,3
Gamping,Jasa,Mikro_Lv1,2090095,0.3534,4,2,2,1,1,0,2,1,1,1
Depok,Agribisnis,Mikro_Lv1,2814627,0.5144,2,1,1,0,0,0,0,0,1,1
Prambanan,Jasa,Mikro_Lv1,1184818,0.1522,1,0,1,0,0,0,0,0,0,5
Mlati,Jasa,Mikro_Lv2,8339208,0.6678,2,1,1,1,1,0,2,1,1,8
Berbah,Jasa,Mikro_Lv1,4011107,0.7802,3,1,2,1,0,0,1,0,0,1
Turi,Perdagangan,Mikro_Lv1,2871892,0.5271,4,2,2,0,0,0,0,0,0,2
Mlati,Perdagangan,Mikro_Lv1,4958013,0.9907,3,2,1,0,0,0,0,0,1,4
Depok,Jasa,Mikro_Lv1,644470,0.0321,2,1,1,0,0,0,0,0,1,2
Ngemplak,Jasa,Mikro_Lv2,8286823,0.6574,1,1,0,1,0,0,1,0,0,4
Mlati,Jasa,Mikro_Lv1,2679880,0.4844,4,2,2,0,0,0,0,0,1,3
Moyudan,Jasa,Mikro_Lv1,1606260,0.2458,4,2,2,0,0,0,0,0,0,4
Sleman,Jasa,Mikro_Lv1,3728835,0.7175,1,0,1,0,0,0,0,0,0,4
Godean,Jasa,Mikro_Lv1,4434635,0.8744,4,2,2,1,1,0,2,1,0,1
Ngemplak,Perdagangan,Mikro_Lv1,975891,0.1058,1,1,0,0,0,0,0,0,0,4
Godean,Jasa,Mikro_Lv1,2316466,0.4037,4,2,2,1,1,0,2,1,0,1
Mlati,Perdagangan,Mikro_Lv1,1570777,0.238,2,1,1,0,0,0,0,0,1,3
Tempel,Perdagangan,Mikro_Lv2,5799628,0.1599,1,1,0,0,0,0,0,0,0,6
Gamping,Agribisnis,Mikro_Lv2,5045170,0.009,1,0,1,0,0,0,0,0,1,3
Gamping,Perdagangan,Mikro_Lv1,2555192,0.4567,2,1,1,1,1,0,2,1,1,1
Kalasan,Perdagangan,Mikro_Lv1,3523762,0.6719,3,2,1,1,1,0,2,1,1,1
Depok,Jasa,Mikro_Lv1,4755790,0.9457,2,1,1,1,0,0,1,1,1,3
Moyudan,Jasa,Mikro_Lv1,1761783,0.2804,2,1,1,0,0,0,0,0,0,2
Godean,Jasa,Mikro_Lv1,2328215,0.4063,1,0,1,1,0,0,1,0,0,3
Godean,Perdagangan,Mikro_Lv2,8491900,0.6984,3,1,2,0,0,0,0,0,0,4
Depok,Perdagangan,Mikro_Lv1,3557350,0.6794,2,1,1,1,1,0,2,1,1,1
Ngaglik,Jasa,Mikro_Lv1,3586019,0.6858,4,2,2,1,1,0,2,1,1,1
Turi,Jasa,Mikro_Lv1,2080657,0.3513,2,1,1,1,0,0,1,0,0,3
Berbah,Jasa,Mikro_Lv1,3166631,0.5926,2,1,1,0,0,0,0,0,0,3
Sleman,Jasa,Mikro_Lv2,8727371,0.7455,3,1,2,1,1,0,2,1,0,4
Ngemplak,Jasa,Mikro_Lv1,1039767,0.1199,3,1,2,0,0,0,0,0,0,3
Tempel,Jasa,Mikro_Lv1,2526953,0.4504,2,1,1,1,1,0,2,1,0,3
Turi,Jasa,Mikro_Lv1,4463133,0.8807,2,1,1,0,0,0,0,0,0,5
Moyudan,Jasa,Mikro_Lv1,4847983,0.9662,2,1,1,0,0,0,0,0,0,1
Seyegan,Jasa,Mikro_Lv2,8362434,0.6725,4,2,2,1,1,0,2,1,0,7
Moyudan,Perdagangan,Mikro_Lv1,3829193,0.7398,3,2,1,1,0,0,1,0,0,2
Ngaglik,Agribisnis,Mikro_Lv1,3056530,0.5681,1,1,0,0,0,0,0,0,1,1
Ngemplak,Agribisnis,Mikro_Lv3,10936945,0.0625,5,3,2,0,0,0,0,0,0,8
Godean,Jasa,Mikro_Lv1,3177375,0.595,4,2,2,1,0,0,1,0,0,3
Prambanan,Perdagangan,Mikro_Lv1,3048656,0.5664,1,1,0,0,0,0,0,0,0,5
Seyegan,Perdagangan,Mikro_Lv1,4594800,0.91,3,2,1,0,0,0,0,0,0,2
Pakem,Jasa,Mikro_Lv1,4975632,0.9946,4,2,2,0,0,0,0,0,0,4
Prambanan,Perdagangan,Mikro_Lv1,1732949,0.274,4,2,2,0,0,0,0,0,0,5
Tempel,Perdagangan,Mikro_Lv1,2231311,0.3847,3,2,1,0,0,0,0,0,0,3
Ngaglik,Perdagangan,Mikro_Lv1,2416878,0.426,2,1,1,0,0,0,0,0,1,1
Seyegan,Perdagangan,Mikro_Lv1,1545240,0.2323,3,2,1,0,0,0,0,0,0,3
Ngaglik,Jasa,Mikro_Lv1,4328210,0.8507,4,2,2,0,0,0,0,0,1,5
Seyegan,Agribisnis,Mikro_Lv1,2392207,0.4205,1,1,0,0,0,0,0,0,0,3
Depok,Perdagangan,Mikro_Lv2,6772206,0.3544,1,1,0,0,0,0,0,0,1,3
Cangkringan,Perdagangan,Mikro_Lv1,737296,0.0527,1,0,1,0,0,0,0,0,0,2
Godean,Jasa,Mikro_Lv1,781579,0.0626,4,2,2,1,0,0,1,0,0,3
Depok,Perdagangan,Mikro_Lv1,3497772,0.6662,2,1,1,1,1,0,2,1,1,1
Mlati,Jasa,Mikro_Lv1,1748463,0.2774,2,1,1,1,0,0,1,0,1,3
Sleman,Perdagangan,Mikro_Lv1,712232,0.0472,2,1,1,0,0,0,0,0,0,5
Kalasan,Jasa,Mikro_Lv1,4622124,0.916,3,1,2,1,1,0,2,1,1,1
Depok,Jasa,Mikro_Lv1,2308518,0.4019,2,1,1,1,1,0,2,1,1,5
Gamping,Jasa,Mikro_Lv1,2107602,0.3572,4,2,2,0,0,0,0,0,1,4
Kalasan,Jasa,Mikro_Lv1,1360664,0.1913,1,1,0,0,0,0,0,0,1,5
Godean,Jasa,Mikro_Lv1,4854671,0.9677,4,2,2,1,1,0,2,1,0,1
Kalasan,Jasa,Mikro_Lv1,2804957,0.5122,1,0,1,1,1,1,3,1,1,2
Godean,Jasa,Mikro_Lv1,2351723,0.4115,1,1,0,1,1,1,3,1,0,4
Berbah,Perdagangan,Mikro_Lv1,2903731,0.5342,3,2,1,1,0,0,1,0,0,4
Sleman,Perdagangan,Mikro_Lv1,2563772,0.4586,2,1,1,1,0,0,1,0,0,1
Kalasan,Jasa,Mikro_Lv1,4638342,0.9196,4,2,2,1,1,0,2,1,1,3
Cangkringan,Jasa,Mikro_Lv1,4753459,0.9452,1,1,0,0,0,0,0,0,0,1
Berbah,Perdagangan,Mikro_Lv1,1541797,0.2315,3,1,2,0,0,0,0,0,0,1
Sleman,Perdagangan,Mikro_Lv1,4847813,0.9662,3,2,1,0,0,0,0,0,0,5
Minggir,Perdagangan,Mikro_Lv1,2899373,0.5332,4,2,2,1,0,0,1,0,0,2
Prambanan,Perdagangan,Mikro_Lv1,1748603,0.2775,4,2,2,0,0,0,0,0,0,2
Mlati,Agribisnis,Mikro_Lv1,4279945,0.84,2,1,1,1,1,0,2,1,1,3
Tempel,Jasa,Mikro_Lv1,2678836,0.4842,2,1,1,0,0,0,0,0,0,2
Ngaglik,Perdagangan,Mikro_Lv1,3857812,0.7462,2,1,1,1,1,0,2,1,1,1
Sleman,Agribisnis,Mikro_Lv1,2410057,0.4245,2,1,1,0,0,0,0,0,0,3
Ngaglik,Jasa,Mikro_Lv1,4572398,0.905,4,2,2,0,0,0,0,0,1,2
Berbah,Jasa,Mikro_Lv1,1671912,0.2604,4,2,2,0,0,0,0,0,0,2
Godean,Jasa,Kecil,786786176,0.7631,36,21,15,1,1,0,2,1,0,9
Ngemplak,Jasa,Mikro_Lv1,2232743,0.3851,3,2,1,0,0,0,0,0,0,1
Seyegan,Perdagangan,Mikro_Lv1,4948352,0.9885,1,1,0,0,0,0,0,0,0,5
Godean,Perdagangan,Mikro_Lv1,994606,0.1099,3,2,1,0,0,0,0,0,0,1
Mlati,Jasa,Mikro_Lv1,4840518,0.9646,4,2,2,1,1,0,2,1,1,4
Mlati,Perdagangan,Mikro_Lv1,1190519,0.1534,4,2,2,1,0,0,1,0,1,2
Berbah,Agribisnis,Mikro_Lv2,9984889,0.997,2,1,1,1,1,0,2,1,0,6
Prambanan,Jasa,Mikro_Lv1,605405,0.0234,3,1,2,0,0,0,0,0,0,4
Ngaglik,Jasa,Mikro_Lv5,73529958,0.4706,15,8,7,1,1,1,3,1,1,9
Kalasan,Jasa,Mikro_Lv1,4195380,0.8212,2,1,1,1,0,0,1,0,1,3
Kalasan,Perdagangan,Mikro_Lv1,3425422,0.6501,1,0,1,1,0,0,1,0,1,5
Kalasan,Perdagangan,Mikro_Lv1,863118,0.0807,1,1,0,0,0,0,0,0,1,2
Tempel,Perdagangan,Mikro_Lv2,9389190,0.8778,2,1,1,0,0,0,0,0,0,5
Seyegan,Jasa,Mikro_Lv1,814744,0.0699,1,1,0,0,0,0,0,0,0,4
Turi,Perdagangan,Mikro_Lv1,1820846,0.2935,1,1,0,0,0,0,0,0,0,5
Berbah,Agribisnis,Mikro_Lv1,1263068,0.1696,1,1,0,0,0,0,0,0,0,4
Tempel,Perdagangan,Mikro_Lv1,3872540,0.7495,2,1,1,1,1,0,2,1,0,5
Prambanan,Perdagangan,Mikro_Lv1,1667129,0.2594,3,1,2,0,0,0,0,0,0,3
Moyudan,Agribisnis,Mikro_Lv1,4359410,0.8576,2,1,1,0,0,0,0,0,0,1
Ngaglik,Agribisnis,Mikro_Lv1,2243417,0.3874,3,2,1,0,0,0,0,0,1,4
Kalasan,Perdagangan,Mikro_Lv1,1345502,0.1879,1,1,0,0,0,0,0,0,1,3
Tempel,Perdagangan,Mikro_Lv1,701800,0.0448,2,1,1,0,0,0,0,0,0,5
Tempel,Jasa,Mikro_Lv1,2228515,0.3841,1,1,0,1,0,0,1,0,0,2
Seyegan,Jasa,Mikro_Lv1,2044808,0.3433,3,2,1,1,1,0,2,1,0,3
Godean,Jasa,Mikro_Lv1,3979846,0.7733,1,0,1,0,0,0,0,0,0,4
Ngemplak,Perdagangan,Mikro_Lv1,2579029,0.462,1,1,0,0,0,0,0,0,0,4
Depok,Perdagangan,Mikro_Lv1,2389895,0.42,3,1,2,1,0,0,1,0,1,4
Berbah,Perdagangan,Mikro_Lv1,653312,0.0341,2,1,1,1,0,0,1,0,0,1
Depok,Agribisnis,Mikro_Lv1,4140788,0.8091,4,2,2,1,0,0,1,0,1,2
Berbah,Jasa,Mikro_Lv1,988176,0.1085,2,1,1,1,1,1,3,1,0,5
Mlati,Perdagangan,Mikro_Lv1,4430344,0.8734,1,1,0,0,0,0,0,0,1,1
Seyegan,Jasa,Mikro_Lv1,2348019,0.4107,4,2,2,1,0,0,1,0,0,4
Ngemplak,Jasa,Mikro_Lv1,901202,0.0892,4,2,2,0,0,0,0,0,0,1
Seyegan,Agribisnis,Mikro_Lv2,7240654,0.4481,5,3,2,0,0,0,0,0,0,2
Kalasan,Perdagangan,Mikro_Lv1,3303069,0.6229,1,1,0,1,1,0,2,1,1,2
Depok,Perdagangan,Mikro_Lv1,1953055,0.3229,1,0,1,1,0,0,1,0,1,5
Sleman,Perdagangan,Mikro_Lv1,1370531,0.1935,1,0,1,0,0,0,0,0,0,3
Ngaglik,Jasa,Mikro_Lv1,4424074,0.872,4,2,2,0,0,0,0,0,1,4
Ngaglik,Jasa,Mikro_Lv1,597403,0.0216,1,0,1,1,0,0,1,0,1,2
Berbah,Perdagangan,Mikro_Lv1,685128,0.0411,3,2,1,1,0,0,1,0,0,3
Tempel,Jasa,Mikro_Lv1,2751031,0.5002,3,1,2,1,0,0,1,0,0,2
Pakem,Jasa,Mikro_Lv1,3806177,0.7347,4,2,2,1,1,0,2,1,0,3
